scene_name,img_id0,img_id1
0015/dense,1854,923
0015/dense,3090,2001
0015/dense,3066,2021
0015/dense,3067,678
0015/dense,2851,497
0015/dense,514,2014
0015/dense,3013,216
0015/dense,340,1726
0015/dense,2944,91
0015/dense,1690,1404
0015/dense,125,143
0015/dense,1783,841
0015/dense,372,824
0015/dense,92,1545
0015/dense,2079,1536
0015/dense,2920,840
0015/dense,733,1488
0015/dense,340,1301
0015/dense,219,1330
0015/dense,731,3427
0015/dense,2776,1352
0015/dense,2725,1781
0015/dense,3098,2328
0015/dense,3094,1007
0015/dense,550,1093
0015/dense,2367,743
0015/dense,1796,3231
0015/dense,2740,121
0015/dense,778,219
0015/dense,3177,2834
0015/dense,1809,1697
0015/dense,3082,2294
0015/dense,1782,1655
0015/dense,2003,296
0015/dense,3053,2693
0015/dense,2863,325
0015/dense,1834,2079
0015/dense,234,1063
0015/dense,3124,2066
0015/dense,2221,1263
0015/dense,3000,811
0015/dense,13,903
0015/dense,799,1402
0015/dense,372,2000
0015/dense,1636,93
0015/dense,821,1031
0015/dense,678,471
0015/dense,1198,1860
0015/dense,3433,1414
0015/dense,437,1429
0015/dense,3050,245
0015/dense,73,2006
0015/dense,1758,1190
0015/dense,2144,356
0015/dense,1986,999
0015/dense,3438,1087
0015/dense,771,3253
0015/dense,1511,1451
0015/dense,2430,1481
0015/dense,3098,634
0015/dense,3096,338
0015/dense,3403,1400
0015/dense,396,1526
0015/dense,2813,2412
0015/dense,2833,2805
0015/dense,622,216
0015/dense,1763,1362
0015/dense,2764,841
0015/dense,2128,1518
0015/dense,3180,990
0015/dense,2609,2070
0015/dense,2617,2062
0015/dense,2225,1978
0015/dense,2753,122
0015/dense,3141,3358
0015/dense,216,2023
0015/dense,1608,1974
0015/dense,2524,448
0015/dense,2985,2404
0015/dense,2400,3398
0015/dense,2760,1163
0015/dense,3183,4
0015/dense,1604,3416
0015/dense,692,2126
0015/dense,3266,945
0015/dense,3022,950
0015/dense,2730,289
0015/dense,797,1418
0015/dense,2354,928
0015/dense,54,1623
0015/dense,1481,3419
0015/dense,2788,2196
0015/dense,454,849
0015/dense,451,874
0015/dense,1538,3296
0015/dense,878,1378
0015/dense,3133,2143
0015/dense,2541,597
0015/dense,3285,267
0015/dense,1036,1428
0015/dense,798,2120
0015/dense,977,1271
0015/dense,2419,261
0015/dense,2870,2033
0015/dense,1956,1383
0015/dense,734,2107
0015/dense,901,1602
0015/dense,654,164
0015/dense,2260,1493
0015/dense,1557,1153
0015/dense,3182,594
0015/dense,2217,1286
0015/dense,3319,1161
0015/dense,171,2124
0015/dense,3027,1211
0015/dense,3265,95
0015/dense,1141,2169
0015/dense,2548,1600
0015/dense,2383,1476
0015/dense,1521,304
0015/dense,2367,999
0015/dense,513,920
0015/dense,1518,1679
0015/dense,2886,76
0015/dense,2416,303
0015/dense,122,1096
0015/dense,3157,720
0015/dense,788,32
0015/dense,400,2018
0015/dense,3207,262
0015/dense,2246,692
0015/dense,432,1866
0015/dense,812,1807
0015/dense,2953,2931
0015/dense,710,1573
0015/dense,2888,1394
0015/dense,120,1509
0015/dense,1313,1679
0015/dense,2804,1765
0015/dense,1545,967
0015/dense,2764,448
0015/dense,2813,2550
0015/dense,514,1286
0015/dense,3287,1530
0015/dense,3191,2944
0015/dense,1956,353
0015/dense,592,1752
0015/dense,1855,998
0015/dense,289,1301
0015/dense,137,180
0015/dense,623,1553
0015/dense,2294,935
0015/dense,1011,1940
0015/dense,2995,776
0015/dense,2348,1909
0015/dense,2339,529
0015/dense,3131,3443
0015/dense,2306,1850
0015/dense,3262,958
0015/dense,3054,3367
0015/dense,2201,9
0015/dense,2648,296
0015/dense,1111,1127
0015/dense,1841,857
0015/dense,2701,1801
0015/dense,2710,873
0015/dense,1451,1710
0015/dense,3143,2889
0015/dense,715,968
0015/dense,596,1809
0015/dense,1754,2023
0015/dense,2974,393
0015/dense,165,2042
0015/dense,483,1593
0015/dense,2752,2274
0015/dense,1745,1417
0015/dense,140,1575
0015/dense,2803,3388
0015/dense,1759,3223
0015/dense,92,2092
0015/dense,3124,1151
0015/dense,2619,750
0015/dense,441,1960
0015/dense,3336,1441
0015/dense,925,1133
0015/dense,497,1001
0015/dense,43,1992
0015/dense,2855,2641
0015/dense,2220,1296
0015/dense,2690,1353
0015/dense,821,482
0015/dense,3088,1838
0015/dense,2453,783
0015/dense,1783,968
0015/dense,783,1365
0015/dense,198,1365
0015/dense,906,268
0015/dense,2013,2065
0015/dense,1182,1471
0015/dense,347,969
0015/dense,514,2164
0015/dense,1847,1981
0015/dense,1571,1698
0015/dense,2568,634
0015/dense,43,1511
0015/dense,580,978
0015/dense,3371,1178
0015/dense,2995,2005
0015/dense,2731,42
0015/dense,2519,1173
0015/dense,2320,1250
0015/dense,92,3244
0015/dense,1487,1726
0015/dense,1400,2165
0015/dense,416,1453
0015/dense,372,3385
0015/dense,2714,1130
0015/dense,662,824
0015/dense,2196,972
0015/dense,2899,166
0015/dense,3255,234
0015/dense,3143,2918
0015/dense,1522,342
0015/dense,1641,2169
0015/dense,521,1348
0015/dense,33,201
0015/dense,3375,892
0015/dense,3403,231
0015/dense,2116,1471
0015/dense,1632,1449
0015/dense,2707,839
0015/dense,925,1571
0015/dense,2966,2504
0015/dense,874,1301
0015/dense,2914,1727
0015/dense,463,1668
0015/dense,524,1992
0015/dense,3143,1330
0015/dense,1002,1811
0015/dense,803,2126
0015/dense,2990,550
0015/dense,2942,1264
0015/dense,1941,1963
0015/dense,2365,1501
0015/dense,783,953
0015/dense,1598,1151
0015/dense,3143,3066
0015/dense,1503,1340
0015/dense,788,19
0015/dense,750,120
0015/dense,325,1380
0015/dense,3353,112
0015/dense,1568,1424
0015/dense,3188,622
0015/dense,2566,783
0015/dense,432,1518
0015/dense,2962,527
0015/dense,2697,1542
0015/dense,3090,1954
0015/dense,2528,1902
0015/dense,711,598
0015/dense,2779,1566
0015/dense,904,1733
0015/dense,3394,2134
0015/dense,848,1563
0015/dense,1843,1116
0015/dense,596,74
0015/dense,1956,1365
0015/dense,3397,659
0015/dense,403,97
0015/dense,2283,79
0015/dense,3050,487
0015/dense,1055,1408
0015/dense,2839,1736
0015/dense,2888,1767
0015/dense,1522,353
0015/dense,2790,1042
0015/dense,1057,1571
0015/dense,2260,1398
0015/dense,3140,296
0015/dense,178,1087
0015/dense,626,1447
0015/dense,2591,746
0015/dense,104,1096
0015/dense,493,1418
0015/dense,2649,1511
0015/dense,3171,1813
0015/dense,2254,93
0015/dense,840,1151
0015/dense,88,3416
0015/dense,2843,62
0015/dense,3309,1307
0015/dense,3325,2803
0015/dense,2326,1155
0015/dense,3122,2424
0015/dense,896,1414
0015/dense,692,2156
0015/dense,668,1485
0015/dense,20,325
0015/dense,1042,1429
0015/dense,1482,1131
0015/dense,2325,633
0015/dense,715,1340
0015/dense,2528,1276
0015/dense,2134,1072
0015/dense,349,1229
0015/dense,611,2173
0015/dense,2430,448
0015/dense,1004,1407
0015/dense,3444,3255
0015/dense,750,661
0015/dense,2894,1479
0015/dense,853,918
0015/dense,584,3361
0015/dense,763,49
0015/dense,3430,1482
0015/dense,2331,106
0015/dense,1481,1155
0015/dense,2951,928
0015/dense,1787,3414
0015/dense,653,3358
0015/dense,2240,120
0015/dense,1803,1746
0015/dense,593,3249
0015/dense,579,1810
0015/dense,2320,100
0015/dense,2655,1482
0015/dense,2819,2332
0015/dense,2004,304
0015/dense,2146,180
0015/dense,2561,606
0015/dense,3014,1209
0015/dense,3391,1806
0015/dense,824,2016
0015/dense,436,1817
0015/dense,2992,1059
0015/dense,445,1352
0015/dense,837,1108
0015/dense,853,211
0015/dense,2826,1729
0015/dense,2533,996
0015/dense,23,1131
0015/dense,2490,1296
0015/dense,3060,2791
0015/dense,2444,2159
0015/dense,3206,2323
0015/dense,2268,1067
0015/dense,108,3309
0015/dense,513,1642
0015/dense,1217,1529
0015/dense,1169,1571
0015/dense,1274,1661
0015/dense,454,1701
0015/dense,2885,601
0015/dense,3319,1495
0015/dense,634,953
0015/dense,633,353
0015/dense,2331,2065
0015/dense,2326,1015
0015/dense,3424,985
0015/dense,2559,372
0015/dense,3028,365
0015/dense,3069,1703
0015/dense,3243,341
0015/dense,1219,1455
0015/dense,301,1656
0015/dense,3055,1085
0015/dense,1753,1912
0015/dense,3208,2785
0015/dense,946,200
0015/dense,454,340
0015/dense,2009,1088
0015/dense,120,326
0015/dense,1572,1030
0015/dense,2849,290
0015/dense,2271,1559
0015/dense,2107,234
0015/dense,654,1001
0015/dense,2544,1937
0015/dense,2874,1057
0015/dense,2652,2143
0015/dense,140,1306
0015/dense,441,1860
0015/dense,2147,3377
0015/dense,2930,2615
0015/dense,996,1107
0015/dense,3236,1922
0015/dense,804,2003
0015/dense,2627,1127
0015/dense,3253,1424
0015/dense,3064,783
0015/dense,3135,1661
0015/dense,446,2064
0015/dense,234,953
0015/dense,3303,177
0015/dense,3267,3387
0015/dense,666,3210
0015/dense,51,296
0015/dense,2779,1733
0015/dense,2700,331
0015/dense,2153,1101
0015/dense,2886,359
0015/dense,2106,950
0015/dense,165,962
0015/dense,2645,2006
0015/dense,812,222
0015/dense,853,3248
0015/dense,1520,1339
0015/dense,2532,1882
0015/dense,2640,350
0015/dense,2492,1320
0015/dense,557,1854
0015/dense,192,3416
0015/dense,2540,2099
0015/dense,973,1536
0015/dense,2376,398
0015/dense,605,216
0015/dense,1504,1372
0015/dense,2372,840
0015/dense,1295,2062
0015/dense,698,1625
0015/dense,2128,129
0015/dense,3222,1534
0015/dense,521,786
0015/dense,3021,1866
0015/dense,3094,1693
0015/dense,2700,2570
0015/dense,2141,1392
0015/dense,2244,3281
0015/dense,2804,1339
0015/dense,700,33
0015/dense,575,1378
0015/dense,1301,1757
0015/dense,90,1536
0015/dense,2435,1023
0015/dense,438,3262
0015/dense,90,1170
0015/dense,3165,189
0015/dense,918,1710
0015/dense,2670,822
0015/dense,2269,3358
0015/dense,1588,2009
0015/dense,3024,678
0015/dense,2889,950
0015/dense,3069,1481
0015/dense,1690,3442
0015/dense,2379,463
0015/dense,1416,1465
0015/dense,1782,340
0015/dense,3261,1979
0015/dense,3042,2966
0015/dense,364,165
0015/dense,2790,359
0015/dense,1657,2065
0015/dense,3206,3082
0015/dense,2504,978
0015/dense,3146,3406
0015/dense,1625,49
0015/dense,1597,1494
0015/dense,3001,1036
0015/dense,1269,1454
0015/dense,750,1602
0015/dense,3253,1382
0015/dense,303,1109
0015/dense,482,1164
0015/dense,834,1353
0015/dense,444,1749
0015/dense,122,1860
0015/dense,692,239
0015/dense,2444,1996
0015/dense,3121,1809
0015/dense,2688,1592
0015/dense,2503,998
0015/dense,3375,3247
0015/dense,3425,1373
0015/dense,674,1364
0015/dense,3082,1373
0015/dense,858,97
0015/dense,2201,359
0015/dense,2532,1497
0015/dense,1744,1019
0015/dense,90,903
0015/dense,2665,1007
0015/dense,1085,1256
0015/dense,2323,3291
0015/dense,990,1116
0015/dense,2791,463
0015/dense,100,2105
0015/dense,2094,1193
0015/dense,2951,1912
0015/dense,3180,2260
0015/dense,2584,3424
0015/dense,1552,2067
0015/dense,2510,853
0015/dense,2413,139
0015/dense,1544,1794
0015/dense,2775,1168
0015/dense,2753,4
0015/dense,3049,2503
0015/dense,2670,1806
0015/dense,2971,3261
0015/dense,834,1085
0015/dense,572,1645
0015/dense,2002,1190
0015/dense,2116,32
0015/dense,933,1073
0015/dense,3436,990
0015/dense,1128,1660
0015/dense,167,1276
0015/dense,1503,303
0015/dense,2263,1427
0015/dense,2651,1094
0015/dense,2795,1955
0015/dense,3117,53
0015/dense,924,645
0015/dense,2067,1033
0015/dense,2896,1802
0015/dense,901,2166
0015/dense,696,1916
0015/dense,162,1658
0015/dense,569,1956
0015/dense,138,364
0015/dense,1517,2071
0015/dense,24,2028
0015/dense,505,1301
0015/dense,1752,1334
0015/dense,436,296
0015/dense,2554,857
0015/dense,2885,1299
0015/dense,2795,1429
0015/dense,954,958
0015/dense,514,1688
0015/dense,2698,1526
0015/dense,609,3398
0015/dense,129,1151
0015/dense,1276,1742
0015/dense,746,1031
0015/dense,870,1810
0015/dense,227,1193
0015/dense,872,3438
0015/dense,3421,1172
0015/dense,2220,1492
0015/dense,1334,1473
0015/dense,2404,62
0015/dense,2631,1128
0015/dense,641,1009
0015/dense,1695,1891
0015/dense,1476,2032
0015/dense,2795,1518
0015/dense,3140,1165
0015/dense,3282,1326
0015/dense,2624,1897
0015/dense,3359,1602
0015/dense,633,340
0015/dense,3035,1149
0015/dense,1127,1380
0015/dense,242,1679
0015/dense,608,218
0015/dense,719,2191
0015/dense,234,1204
0015/dense,1205,1888
0015/dense,2549,1922
0015/dense,2884,2618
0015/dense,1809,1441
0015/dense,2658,2221
0015/dense,803,395
0015/dense,2870,2132
0015/dense,3013,3
0015/dense,2631,436
0015/dense,1503,2109
0015/dense,2888,2155
0015/dense,2843,1543
0015/dense,484,264
0015/dense,3441,1615
0015/dense,359,783
0015/dense,3390,1224
0015/dense,76,1225
0015/dense,2933,519
0015/dense,33,304
0015/dense,1764,1116
0015/dense,3014,1591
0015/dense,2579,2283
0015/dense,3029,3261
0015/dense,56,1810
0015/dense,2694,1458
0015/dense,2257,1068
0015/dense,395,1360
0015/dense,2492,69
0015/dense,380,1625
0015/dense,2926,2884
0015/dense,1685,1643
0015/dense,2583,655
0015/dense,3281,1301
0015/dense,2759,1963
0015/dense,2590,289
0015/dense,1753,1937
0015/dense,2542,24
0015/dense,782,3361
0015/dense,1006,1408
0015/dense,3408,2724
0015/dense,2885,2823
0015/dense,715,840
0015/dense,3206,2563
0015/dense,2892,2017
0015/dense,1839,234
0015/dense,3341,3115
0015/dense,2791,3385
0015/dense,448,1595
0015/dense,2885,405
0015/dense,766,767
0015/dense,2742,1036
0015/dense,676,1380
0015/dense,3014,2524
0015/dense,515,1692
0015/dense,1912,976
0015/dense,3047,202
0015/dense,1470,2067
0015/dense,458,764
0015/dense,3042,3375
0015/dense,616,1098
0015/dense,918,289
0015/dense,3287,2562
0015/dense,2263,505
0015/dense,1572,1642
0015/dense,3143,1154
0015/dense,1129,1150
0015/dense,111,122
0015/dense,2791,1093
0015/dense,3057,2019
0015/dense,125,1126
0015/dense,2549,467
0015/dense,3021,11
0015/dense,72,22
0015/dense,3192,3279
0015/dense,2591,3416
0015/dense,804,795
0015/dense,1299,1462
0015/dense,2642,2524
0015/dense,2963,1006
0015/dense,2553,113
0015/dense,3038,670
0015/dense,17,1817
0015/dense,2442,2379
0015/dense,2837,3442
0015/dense,2995,841
0015/dense,1668,156
0015/dense,1300,1392
0015/dense,3024,1999
0015/dense,2699,1807
0015/dense,1954,1008
0015/dense,3266,1418
0015/dense,2201,796
0015/dense,1744,1687
0015/dense,2543,2282
0015/dense,2246,1455
0015/dense,2953,2926
0015/dense,3103,960
0015/dense,2338,496
0015/dense,788,1444
0015/dense,344,1172
0015/dense,2966,584
0015/dense,2886,2216
0015/dense,2606,1003
0015/dense,3191,2128
0015/dense,3121,1362
0015/dense,454,1250
0015/dense,381,179
0015/dense,3038,875
0015/dense,2701,629
0015/dense,94,1677
0015/dense,3141,968
0015/dense,2886,3389
0015/dense,2743,3380
0015/dense,2978,1623
0015/dense,519,1954
0015/dense,969,1427
0015/dense,3396,1996
0015/dense,927,1097
0015/dense,129,1252
0015/dense,2552,896
0015/dense,3263,1364
0015/dense,2522,2507
0015/dense,2546,187
0015/dense,2592,2249
0015/dense,2665,2240
0015/dense,438,1640
0015/dense,1307,1361
0015/dense,450,1787
0015/dense,3206,2889
0015/dense,2131,1284
0015/dense,1960,1286
0015/dense,2608,569
0015/dense,3163,821
0015/dense,392,1302
0015/dense,2954,1001
0015/dense,3367,1308
0015/dense,2066,1021
0015/dense,739,3422
0015/dense,2843,216
0015/dense,2691,924
0015/dense,892,1144
0015/dense,2507,529
0015/dense,2651,1093
0015/dense,3127,612
0015/dense,645,1040
0015/dense,791,1972
0015/dense,1380,1418
0015/dense,441,967
0015/dense,2345,696
0015/dense,3371,1426
0015/dense,1320,1426
0015/dense,2528,1009
0015/dense,288,1710
0015/dense,355,998
0015/dense,2404,2116
0015/dense,454,3421
0015/dense,360,1690
0015/dense,2885,920
0015/dense,3196,2196
0015/dense,672,1501
0015/dense,37,1809
0015/dense,509,1042
0015/dense,202,1699
0015/dense,641,1382
0015/dense,606,1968
0015/dense,2231,822
0015/dense,2290,3281
0015/dense,159,1632
0015/dense,2561,895
0015/dense,833,273
0015/dense,1373,1421
0015/dense,33,1690
0015/dense,156,231
0015/dense,2356,162
0015/dense,2408,1753
0015/dense,748,1155
0015/dense,3135,1935
0015/dense,3400,1094
0015/dense,3390,1699
0015/dense,2413,2067
0015/dense,608,1073
0015/dense,357,313
0015/dense,3404,439
0015/dense,2519,339
0015/dense,2178,1068
0015/dense,3409,1883
0015/dense,686,1149
0015/dense,2911,1429
0015/dense,732,2156
0015/dense,853,1021
0015/dense,1677,263
0015/dense,675,441
0015/dense,3098,1031
0015/dense,2648,1285
0015/dense,2788,1126
0015/dense,2726,873
0015/dense,2842,1891
0015/dense,2929,2165
0015/dense,1625,1754
0015/dense,2271,73
0015/dense,2544,1299
0015/dense,3082,574
0015/dense,1765,1742
0015/dense,2358,678
0015/dense,222,1733
0015/dense,2432,1102
0015/dense,803,1688
0015/dense,2347,1818
0015/dense,841,1329
0015/dense,2200,772
0015/dense,3231,1571
0015/dense,2783,1417
0015/dense,2607,6
0015/dense,2730,2425
0015/dense,303,1423
0015/dense,606,3395
0015/dense,3325,764
0015/dense,471,1688
0015/dense,1595,783
0015/dense,676,451
0015/dense,227,2074
0015/dense,375,1127
0015/dense,996,1691
0015/dense,625,1296
0015/dense,222,1687
0015/dense,2677,1939
0015/dense,798,296
0015/dense,1133,1581
0015/dense,1128,1857
0015/dense,2863,736
0015/dense,1277,1439
0015/dense,2206,1378
0015/dense,463,3433
0015/dense,798,2009
0015/dense,2852,1302
0015/dense,173,222
0015/dense,209,1008
0015/dense,1352,1374
0015/dense,398,2135
0015/dense,487,289
0015/dense,484,390
0015/dense,2955,2096
0015/dense,1701,2023
0015/dense,2886,2604
0015/dense,2462,1087
0015/dense,2886,686
0015/dense,122,299
0015/dense,2372,108
0015/dense,2273,1380
0015/dense,494,3344
0015/dense,2144,1077
0015/dense,609,460
0015/dense,3395,968
0015/dense,2522,526
0015/dense,32,1954
0015/dense,1501,1170
0015/dense,672,1143
0015/dense,2178,1703
0015/dense,2271,323
0015/dense,406,3425
0015/dense,2504,3371
0015/dense,2748,1891
0015/dense,1623,98
